category,kegg_drug,pubchem_cid,kegg_target,chosen_uniprot,chosen_affinity,rank_1_based,total_ranked_uniprots,rank_percentile,higher_ranked_targets,higher_ranked_yamanishi_known_positives,higher_ranked_apparent_false_positives,higher_ranked_apparent_fp_fraction
enzyme,D00160,564,hsa:5340,P00747,-5.1034,313,7471,0.04189532860393522,312,2,310,0.9935897435897436
enzyme,D00160,564,hsa:5550,P48147,-4.8729,831,7471,0.11123008968009637,830,8,822,0.9903614457831326
enzyme,D00160,564,hsa:5646,P35030,-4.7615,1216,7471,0.16276268237183777,1215,11,1204,0.9909465020576131
enzyme,D00160,564,hsa:5650,P49862,-4.4614,2569,7471,0.34386293668852896,2568,18,2550,0.9929906542056075
enzyme,D00160,564,hsa:5651,P98073,-4.0772,4445,7471,0.5949672065319235,4444,23,4421,0.9948244824482448
enzyme,D00160,564,hsa:5657,P24158,-4.5645,2063,7471,0.2761343862936689,2062,16,2046,0.9922405431619786
enzyme,D00160,564,hsa:64499,P20231,-4.8824,800,7471,0.10708071208673538,799,7,792,0.9912390488110138
enzyme,D00160,564,hsa:6768,Q9Y5Y6,-4.9309,673,7471,0.09008164904296613,672,6,666,0.9910714285714286
enzyme,D00160,564,hsa:8192,Q16740,-3.7336,5881,7471,0.7871770847276134,5880,28,5852,0.9952380952380953
enzyme,D00168,6253,hsa:5423,P06746,-5.9996,2657,7322,0.36287899481016117,2656,0,2656,1.0
enzyme,D00169,23663959,hsa:5742,P23219,-1.2869,2870,7613,0.376986733219493,2869,0,2869,1.0
enzyme,D00169,23663959,hsa:5743,P35354,-1.2523,3753,7613,0.4929725469591488,3752,1,3751,0.9997334754797441
enzyme,D00183,4421,hsa:7153,P11388,-7.8812,244,7403,0.03295961096852627,243,0,243,1.0
enzyme,D00183,4421,hsa:7155,Q02880,-6.9054,1620,7403,0.21883020397136296,1619,1,1618,0.9993823347745522
enzyme,D00186,2764,hsa:7153,P11388,-7.8534,1221,7309,0.16705431659597755,1220,0,1220,1.0
enzyme,D00186,2764,hsa:7155,Q02880,-7.599,1715,7309,0.23464222191818307,1714,1,1713,0.9994165694282381
enzyme,D00196,5983,hsa:43,P22303,-8.2266,195,7466,0.026118403428877578,194,0,194,1.0
enzyme,D00196,5983,hsa:590,P06276,-7.8489,514,7466,0.0688454326279132,513,1,512,0.9980506822612085
enzyme,D00198,5280954,hsa:1636,P12821,-8.6751,1244,7403,0.16803998379035526,1243,0,1243,1.0
enzyme,D00208,5746,hsa:1728,P15559,-7.5117,1148,7451,0.15407327875452959,1147,1,1146,0.999128160418483
enzyme,D00208,5746,hsa:5447,P16435,-8.0688,426,7451,0.057173533753858544,425,0,425,1.0
enzyme,D00216,41774,hsa:2548,P10253,-8.2587,972,7331,0.13258764152230254,971,2,969,0.9979402677651905
enzyme,D00216,41774,hsa:279,P04746,-8.6823,511,7331,0.06970399672623108,510,0,510,1.0
enzyme,D00216,41774,hsa:8972,O43451,-8.3986,799,7331,0.10898922384395035,798,1,797,0.9987468671679198
enzyme,D00217,1983,hsa:10549,Q13162,-4.9006,4983,7470,0.6670682730923695,4982,10,4972,0.9979927739863509
enzyme,D00217,1983,hsa:10935,P30048,-4.8536,5130,7470,0.6867469879518072,5129,11,5118,0.9978553324234744
enzyme,D00217,1983,hsa:1543,P04798,-7.4373,3,7470,0.00040160642570281126,2,0,2,1.0
enzyme,D00217,1983,hsa:1544,P05177,-7.0671,24,7470,0.00321285140562249,23,2,21,0.9130434782608695
enzyme,D00217,1983,hsa:1565,P10635,-6.249,568,7470,0.07603748326639893,567,5,562,0.9911816578483245
enzyme,D00217,1983,hsa:1571,P05181,-5.9585,1275,7470,0.1706827309236948,1274,7,1267,0.9945054945054945
enzyme,D00217,1983,hsa:25824,P30044,-5.1569,4073,7470,0.5452476572958501,4072,9,4063,0.9977897838899804
enzyme,D00217,1983,hsa:4353,P05164,-7.3502,5,7470,0.0006693440428380187,4,1,3,0.75
enzyme,D00217,1983,hsa:5052,Q06830,-5.4768,2944,7470,0.3941097724230254,2943,8,2935,0.9972816853550799
enzyme,D00217,1983,hsa:5742,P23219,-6.6952,121,7470,0.016198125836680052,120,4,116,0.9666666666666667
enzyme,D00217,1983,hsa:5743,P35354,-6.1172,847,7470,0.11338688085676038,846,6,840,0.9929078014184397
enzyme,D00217,1983,hsa:6799,P50226,-6.9384,42,7470,0.005622489959839358,41,3,38,0.926829268292683
enzyme,D00218,1986,hsa:23632,Q9ULX7,-6.1817,1171,7408,0.15807235421166307,1170,3,1167,0.9974358974358974
enzyme,D00218,1986,hsa:377677,Q8N1Q1,-5.5067,3333,7408,0.44991900647948163,3332,10,3322,0.996998799519808
enzyme,D00218,1986,hsa:759,P00915,-6.1866,1156,7408,0.1560475161987041,1155,2,1153,0.9982683982683983
enzyme,D00218,1986,hsa:760,P00918,-5.7589,2435,7408,0.3286987041036717,2434,6,2428,0.9975349219391948
enzyme,D00218,1986,hsa:761,P07451,-5.7526,2459,7408,0.33193844492440605,2458,7,2451,0.9971521562245729
enzyme,D00218,1986,hsa:762,P22748,-5.7883,2326,7408,0.31398488120950324,2325,5,2320,0.9978494623655914
enzyme,D00218,1986,hsa:765,P23280,-5.7196,2563,7408,0.34597732181425483,2562,8,2554,0.9968774395003903
enzyme,D00218,1986,hsa:766,P43166,-6.4708,594,7408,0.08018358531317495,593,0,593,1.0
enzyme,D00218,1986,hsa:767,P35219,-5.6476,2825,7408,0.38134449244060475,2824,9,2815,0.9968130311614731
enzyme,D00218,1986,hsa:768,Q16790,-5.9612,1791,7408,0.24176565874730022,1790,4,1786,0.9977653631284916
enzyme,D00218,1986,hsa:771,O43570,-6.3233,848,7408,0.11447084233261338,847,1,846,0.9988193624557261
enzyme,D00219,1989,hsa:51181,Q7Z4W1,-8.393,791,7462,0.10600375234521577,790,0,790,1.0
enzyme,D00222,135398513,hsa:30,P09110,-5.2931,4616,7400,0.6237837837837837,4615,0,4615,1.0
enzyme,D00224,135401907,hsa:7498,P47989,-6.5303,80,7473,0.01070520540612873,79,0,79,1.0
enzyme,D00225,2118,hsa:10858,Q9Y6A2,-9.2093,405,7465,0.05425318151373074,404,10,394,0.9752475247524752
enzyme,D00225,2118,hsa:1543,P04798,-9.0196,568,7465,0.07608841259209645,567,12,555,0.9788359788359788
enzyme,D00225,2118,hsa:1544,P05177,-9.7057,157,7465,0.02103148024112525,156,3,153,0.9807692307692307
enzyme,D00225,2118,hsa:1545,Q16678,-9.8954,109,7465,0.014601473543201607,108,2,106,0.9814814814814815
enzyme,D00225,2118,hsa:1548,P11509,-10.3911,36,7465,0.0048225050234427325,35,0,35,1.0
enzyme,D00225,2118,hsa:1551,P24462,-7.8541,2429,7465,0.3253851306095111,2428,24,2404,0.9901153212520593
enzyme,D00225,2118,hsa:1553,Q16696,-10.3154,42,7465,0.005626255860683188,41,1,40,0.975609756097561
enzyme,D00225,2118,hsa:1555,P20813,-8.5703,1044,7465,0.13985264567983924,1043,20,1023,0.9808245445829339
enzyme,D00225,2118,hsa:1557,P33261,-9.3121,332,7465,0.04447421299397187,331,8,323,0.9758308157099698
enzyme,D00225,2118,hsa:1558,P10632,-9.2141,400,7465,0.0535833891493637,399,9,390,0.9774436090225563
enzyme,D00225,2118,hsa:1559,P11712,-8.4276,1260,7465,0.16878767582049564,1259,22,1237,0.982525814138205
enzyme,D00225,2118,hsa:1562,P33260,-4.753,7260,7465,0.9725385130609511,7259,25,7234,0.9965559994489599
enzyme,D00225,2118,hsa:1565,P10635,-9.4204,267,7465,0.035766912257200266,266,6,260,0.9774436090225563
enzyme,D00225,2118,hsa:1571,P05181,-9.4582,245,7465,0.03281982585398526,244,4,240,0.9836065573770492
enzyme,D00225,2118,hsa:1576,P08684,-8.9913,590,7465,0.07903549899531145,589,13,576,0.9779286926994907
enzyme,D00225,2118,hsa:1577,P20815,-8.6406,959,7465,0.12846617548559947,958,17,941,0.9822546972860126
enzyme,D00225,2118,hsa:1581,P22680,-8.848,731,7465,0.09792364367046216,730,15,715,0.9794520547945206
enzyme,D00225,2118,hsa:1582,Q9UNU6,-8.5804,1036,7465,0.13878097789685198,1035,19,1016,0.9816425120772947
enzyme,D00225,2118,hsa:1583,P05108,-8.5057,1142,7465,0.15298057602143336,1141,21,1120,0.9815950920245399
enzyme,D00225,2118,hsa:1584,P15538,-9.1985,416,7465,0.055726724715338245,415,11,404,0.9734939759036144
enzyme,D00225,2118,hsa:1585,P19099,-9.3309,322,7465,0.04313462826523778,321,7,314,0.9781931464174455
enzyme,D00225,2118,hsa:1586,P05093,-8.9661,619,7465,0.08292029470864032,618,14,604,0.9773462783171522
enzyme,D00225,2118,hsa:1588,P11511,-9.4419,255,7465,0.03415941058271936,254,5,249,0.9803149606299213
enzyme,D00225,2118,hsa:1589,P08686,-8.7364,834,7465,0.11172136637642331,833,16,817,0.9807923169267707
enzyme,D00225,2118,hsa:1595,Q16850,-7.9507,2174,7465,0.2912257200267917,2173,23,2150,0.9894155545329039
enzyme,D00225,2118,hsa:5740,Q16647,-8.6359,966,7465,0.12940388479571333,965,18,947,0.9813471502590674
enzyme,D00231,3698,hsa:10846,Q9Y233,-6.9664,755,7469,0.1010844825277815,754,5,749,0.993368700265252
enzyme,D00231,3698,hsa:5138,O00408,-6.3919,2085,7469,0.2791538358548668,2084,10,2074,0.9952015355086372
enzyme,D00231,3698,hsa:5140,Q13370,-7.1964,454,7469,0.060784576248493774,453,4,449,0.9911699779249448
enzyme,D00231,3698,hsa:5141,P27815,-6.9146,830,7469,0.11112598741464721,829,6,823,0.9927623642943305
enzyme,D00231,3698,hsa:5142,Q07343,-7.2845,359,7469,0.04806533672513054,358,1,357,0.9972067039106145
enzyme,D00231,3698,hsa:5143,Q08493,-6.1274,2906,7469,0.3890748426830901,2905,11,2894,0.9962134251290877
enzyme,D00231,3698,hsa:5144,Q08499,-7.6631,125,7469,0.01673584147810952,124,0,124,1.0
enzyme,D00231,3698,hsa:5147,O43924,-6.4585,1915,7469,0.25639309144463784,1914,9,1905,0.9952978056426333
enzyme,D00231,3698,hsa:5148,P18545,-3.8178,7240,7469,0.9693399384121033,7239,12,7227,0.9983423124740987
enzyme,D00231,3698,hsa:5150,Q13946,-7.2818,364,7469,0.04873477038425492,363,2,361,0.9944903581267218
enzyme,D00231,3698,hsa:5151,O60658,-7.2797,365,7469,0.048868657116079794,364,3,361,0.9917582417582418
enzyme,D00231,3698,hsa:5152,O76083,-6.7873,1102,7469,0.14754317847101353,1101,7,1094,0.9936421435059037
enzyme,D00231,3698,hsa:8654,O76074,-6.6691,1365,7469,0.18275538894095594,1364,8,1356,0.9941348973607038
enzyme,D00234,2247,hsa:1565,P10635,-9.4413,849,7272,0.11674917491749175,848,1,847,0.9988207547169812
enzyme,D00234,2247,hsa:1576,P08684,-10.0148,415,7272,0.05706820682068207,414,0,414,1.0
enzyme,D00251,44093,hsa:1636,P12821,-5.6761,951,7408,0.12837473002159827,950,0,950,1.0
enzyme,D00252,2554,hsa:1558,P10632,-8.7599,675,7466,0.09040985802303778,674,0,674,1.0
enzyme,D00252,2554,hsa:1576,P08684,-8.2497,1367,7466,0.18309670506295206,1366,1,1365,0.9992679355783309
enzyme,D00270,2726,hsa:2147,P00734,-6.7497,1329,7465,0.17803081044876087,1328,0,1328,1.0
enzyme,D00270,2726,hsa:4017,Q9Y4K0,-6.6067,1616,7465,0.21647689216342933,1615,1,1614,0.9993808049535604
enzyme,D00270,2726,hsa:4128,P21397,-6.2287,2519,7465,0.3374413931681179,2518,3,2515,0.9988085782366958
enzyme,D00270,2726,hsa:4129,P27338,-6.3752,2117,7465,0.28359008707300737,2116,2,2114,0.999054820415879
enzyme,D00274,2769,hsa:1565,P10635,-9.216,137,7271,0.01884197496905515,136,0,136,1.0
enzyme,D00274,2769,hsa:1576,P08684,-8.9915,243,7271,0.03342043735387155,242,1,241,0.9958677685950413
enzyme,D00279,2796,hsa:10269,O75844,-0.001,7519,7533,0.9981415106863135,7518,1,7517,0.9998669859005055
enzyme,D00279,2796,hsa:4023,P06858,-5.87,2271,7533,0.30147351652728,2270,0,2270,1.0
enzyme,D00283,135398737,hsa:1544,P05177,-9.4642,112,7393,0.015149465710807521,111,0,111,1.0
enzyme,D00283,135398737,hsa:1557,P33261,-8.3903,803,7393,0.10861625862302178,802,2,800,0.9975062344139651
enzyme,D00283,135398737,hsa:1565,P10635,-7.9127,1549,7393,0.20952252130393614,1548,3,1545,0.998062015503876
enzyme,D00283,135398737,hsa:1576,P08684,-8.79,401,7393,0.05424049776815907,400,1,399,0.9975
enzyme,D00283,135398737,hsa:22954,Q13049,-6.629,4818,7393,0.6516975517381307,4817,4,4813,0.9991696076396097
enzyme,D00285,358641,hsa:1719,P00374,-11.636,157,7222,0.021739130434782608,156,0,156,1.0
enzyme,D00293,3016,hsa:1557,P33261,-8.3653,565,7401,0.07634103499527091,564,0,564,1.0
enzyme,D00293,3016,hsa:1576,P08684,-7.8081,1241,7401,0.16768004323740035,1240,1,1239,0.9991935483870967
enzyme,D00293,3016,hsa:3906,P00709,-6.0,6000,7401,0.8107012565869477,5999,2,5997,0.9996666111018503
enzyme,D00294,3019,hsa:759,P00915,-6.1271,3040,7335,0.41445126107702795,3039,1,3038,0.9996709443896018
enzyme,D00294,3019,hsa:760,P00918,-6.3963,2208,7335,0.3010224948875256,2207,0,2207,1.0
enzyme,D00294,3019,hsa:762,P22748,-5.838,3978,7335,0.5423312883435583,3977,2,3975,0.9994971083731455
enzyme,D00298,2724385,hsa:476,P05023,-11.1852,398,7415,0.05367498314227916,397,0,397,1.0
enzyme,D00300,3100,hsa:1565,P10635,-7.158,764,7530,0.10146082337317397,763,0,763,1.0
enzyme,D00315,3308,hsa:5742,P23219,-6.6221,3242,7463,0.4344097547902988,3241,1,3240,0.9996914532551682
enzyme,D00315,3308,hsa:5743,P35354,-7.4823,1227,7463,0.16441109473402118,1226,0,1226,1.0
enzyme,D00317,3324,hsa:30,P09110,-6.1063,3227,7388,0.43678938819707636,3226,0,3226,1.0
enzyme,D00322,3365,hsa:1557,P33261,-7.6526,560,7394,0.0757370841222613,559,0,559,1.0
enzyme,D00322,3365,hsa:1559,P11712,-6.9103,1878,7394,0.2539897213957263,1877,1,1876,0.9994672349493873
enzyme,D00325,9642,hsa:5321,P47712,-9.1704,681,7437,0.09156918112141993,680,0,680,1.0
enzyme,D00328,15209,hsa:5321,P47712,-8.4421,1061,7445,0.1425117528542646,1060,0,1060,1.0
enzyme,D00330,3394,hsa:5742,P23219,-8.7363,359,7467,0.048078210794160976,358,0,358,1.0
enzyme,D00330,3394,hsa:5743,P35354,-8.3877,656,7467,0.08785322083835544,655,1,654,0.9984732824427481
enzyme,D00332,3446,hsa:2673,Q06210,-5.5499,1861,7470,0.24912985274431057,1860,2,1858,0.9989247311827957
enzyme,D00332,3446,hsa:2806,P00505,-5.2559,3011,7470,0.4030789825970549,3010,4,3006,0.998671096345515
enzyme,D00332,3446,hsa:29968,Q9Y617,-5.5361,1922,7470,0.2572958500669344,1921,3,1918,0.9984383133784487
enzyme,D00332,3446,hsa:4942,P04181,-5.2484,3041,7470,0.407095046854083,3040,5,3035,0.9983552631578947
enzyme,D00332,3446,hsa:51166,Q8N5Z0,-5.7084,1346,7470,0.18018741633199464,1345,1,1344,0.9992565055762082
enzyme,D00332,3446,hsa:586,P54687,-4.917,4384,7470,0.5868808567603748,4383,9,4374,0.997946611909651
enzyme,D00332,3446,hsa:587,O15382,-6.2765,251,7470,0.03360107095046854,250,0,250,1.0
enzyme,D00332,3446,hsa:64850,Q8TBG4,-5.2018,3253,7470,0.435475234270415,3252,6,3246,0.9981549815498155
enzyme,D00332,3446,hsa:6898,P17735,-5.0142,4007,7470,0.5364123159303882,4006,8,3998,0.9980029955067399
enzyme,D00332,3446,hsa:84706,Q8TD30,-5.1891,3308,7470,0.4428380187416332,3307,7,3300,0.9978832778953735
enzyme,D00333,135398740,hsa:30,P09110,-5.4699,4486,7397,0.6064620792213059,4485,0,4485,1.0
enzyme,D00340,3639,hsa:23632,Q9ULX7,-7.6034,312,7400,0.04216216216216216,311,2,309,0.9935691318327974
enzyme,D00340,3639,hsa:377677,Q8N1Q1,-6.2375,2986,7400,0.4035135135135135,2985,9,2976,0.9969849246231156
enzyme,D00340,3639,hsa:759,P00915,-6.7913,1476,7400,0.19945945945945945,1475,4,1471,0.9972881355932204
enzyme,D00340,3639,hsa:760,P00918,-6.2875,2808,7400,0.37945945945945947,2807,8,2799,0.9971499821873887
enzyme,D00340,3639,hsa:761,P07451,-6.4481,2370,7400,0.3202702702702703,2369,6,2363,0.9974672857745884
enzyme,D00340,3639,hsa:762,P22748,-5.7855,4443,7400,0.6004054054054054,4442,10,4432,0.9977487618190004
enzyme,D00340,3639,hsa:765,P23280,-6.3674,2567,7400,0.3468918918918919,2566,7,2559,0.9972720187061574
enzyme,D00340,3639,hsa:766,P43166,-7.766,206,7400,0.027837837837837838,205,1,204,0.9951219512195122
enzyme,D00340,3639,hsa:767,P35219,-6.7196,1644,7400,0.22216216216216217,1643,5,1638,0.996956786366403
enzyme,D00340,3639,hsa:768,Q16790,-6.848,1373,7400,0.18554054054054053,1372,3,1369,0.9978134110787172
enzyme,D00340,3639,hsa:771,O43570,-8.3231,42,7400,0.005675675675675676,41,0,41,1.0
enzyme,D00342,5905,hsa:30,P09110,-5.7704,3702,7322,0.5055995629609397,3701,0,3701,1.0
enzyme,D00359,53232,hsa:3156,P04035,-7.5156,2225,7518,0.2959563713753658,2224,0,2224,1.0
enzyme,D00364,3957,hsa:1576,P08684,-9.4221,275,7383,0.03724773127454964,274,0,274,1.0
enzyme,D00369,460612,hsa:189,P21549,-5.8391,2370,7322,0.32368205408358375,2369,0,2369,1.0
enzyme,D00371,2153,hsa:10846,Q9Y233,-6.465,427,7470,0.0571619812583668,426,2,424,0.9953051643192489
enzyme,D00371,2153,hsa:5138,O00408,-5.6644,2454,7470,0.3285140562248996,2453,9,2444,0.9963310232368529
enzyme,D00371,2153,hsa:5140,Q13370,-6.3864,537,7470,0.07188755020080322,536,5,531,0.9906716417910447
enzyme,D00371,2153,hsa:5141,P27815,-5.9014,1682,7470,0.2251673360107095,1681,7,1674,0.9958358120166567
enzyme,D00371,2153,hsa:5142,Q07343,-6.5296,357,7470,0.04779116465863454,356,0,356,1.0
enzyme,D00371,2153,hsa:5143,Q08493,-5.3837,3434,7470,0.4597054886211513,3433,10,3423,0.997087095834547
enzyme,D00371,2153,hsa:5144,Q08499,-6.4814,406,7470,0.05435073627844712,405,1,404,0.9975308641975309
enzyme,D00371,2153,hsa:5147,O43924,-5.2383,3976,7470,0.5322623828647925,3975,11,3964,0.9972327044025158
enzyme,D00371,2153,hsa:5148,P18545,-3.3394,7265,7470,0.9725568942436412,7264,12,7252,0.9983480176211453
enzyme,D00371,2153,hsa:5150,Q13946,-6.4267,478,7470,0.06398929049531459,477,3,474,0.9937106918238994
enzyme,D00371,2153,hsa:5151,O60658,-6.418,487,7470,0.06519410977242303,486,4,482,0.9917695473251029
enzyme,D00371,2153,hsa:5152,O76083,-5.7566,2133,7470,0.2855421686746988,2132,8,2124,0.9962476547842402
enzyme,D00371,2153,hsa:8654,O76074,-5.9193,1622,7470,0.21713520749665327,1621,6,1615,0.9962985811227637
enzyme,D00377,4075,hsa:240,P09917,-6.8089,97,7469,0.012987012987012988,96,0,96,1.0
enzyme,D00377,4075,hsa:5742,P23219,-6.1454,1037,7469,0.13884054090239656,1036,3,1033,0.997104247104247
enzyme,D00377,4075,hsa:5743,P35354,-6.2389,790,7469,0.10577051814165216,789,2,787,0.9974651457541192
enzyme,D00377,4075,hsa:7172,P51580,-6.556,270,7469,0.03614941759271656,269,1,268,0.9962825278810409
enzyme,D00380,5505,hsa:10858,Q9Y6A2,-7.4687,774,7466,0.10366997053308331,773,7,766,0.9909443725743855
enzyme,D00380,5505,hsa:1543,P04798,-8.7413,16,7466,0.0021430484864720066,15,0,15,1.0
enzyme,D00380,5505,hsa:1544,P05177,-8.2407,117,7466,0.015671042057326546,116,2,114,0.9827586206896551
enzyme,D00380,5505,hsa:1545,Q16678,-8.4865,43,7466,0.0057594428073935175,42,1,41,0.9761904761904762
enzyme,D00380,5505,hsa:1548,P11509,-7.7393,426,7466,0.05705866595231717,425,3,422,0.9929411764705882
enzyme,D00380,5505,hsa:1551,P24462,-7.1936,1255,7466,0.16809536565764802,1254,19,1235,0.9848484848484849
enzyme,D00380,5505,hsa:1553,Q16696,-7.4612,785,7466,0.10514331636753281,784,8,776,0.9897959183673469
enzyme,D00380,5505,hsa:1555,P20813,-7.2845,1091,7466,0.14612911867130993,1090,17,1073,0.9844036697247707
enzyme,D00380,5505,hsa:1557,P33261,-7.4983,726,7466,0.0972408250736673,725,5,720,0.993103448275862
enzyme,D00380,5505,hsa:1558,P10632,-7.7216,452,7466,0.06054111974283418,451,4,447,0.991130820399113
enzyme,D00380,5505,hsa:1559,P11712,-6.9023,1888,7466,0.25287972140369674,1887,24,1863,0.9872813990461049
enzyme,D00380,5505,hsa:1562,P33260,-4.2613,7250,7466,0.971068845432628,7249,25,7224,0.9965512484480618
enzyme,D00380,5505,hsa:1565,P10635,-7.3145,1034,7466,0.13849450843825342,1033,12,1021,0.9883833494675702
enzyme,D00380,5505,hsa:1571,P05181,-7.4954,733,7466,0.09817840878649879,732,6,726,0.9918032786885246
enzyme,D00380,5505,hsa:1576,P08684,-7.0741,1502,7466,0.2011786766675596,1501,22,1479,0.9853431045969354
enzyme,D00380,5505,hsa:1577,P20815,-7.3174,1024,7466,0.13715510313420842,1023,11,1012,0.989247311827957
enzyme,D00380,5505,hsa:1581,P22680,-7.1258,1406,7466,0.18832038574872756,1405,21,1384,0.9850533807829182
enzyme,D00380,5505,hsa:1582,Q9UNU6,-7.2387,1164,7466,0.15590677739083847,1163,18,1145,0.9845227858985383
enzyme,D00380,5505,hsa:1583,P05108,-7.296,1073,7466,0.14371818912402892,1072,14,1058,0.9869402985074627
enzyme,D00380,5505,hsa:1584,P15538,-7.2852,1090,7466,0.14599517814090543,1089,16,1073,0.9853076216712581
enzyme,D00380,5505,hsa:1585,P19099,-7.1931,1258,7466,0.1684971872488615,1257,20,1237,0.9840891010342084
enzyme,D00380,5505,hsa:1586,P05093,-7.2955,1075,7466,0.14398607018483794,1074,15,1059,0.9860335195530726
enzyme,D00380,5505,hsa:1588,P11511,-7.3681,927,7466,0.12416287168497188,926,9,917,0.990280777537797
enzyme,D00380,5505,hsa:1589,P08686,-7.3435,963,7466,0.12898473077953387,962,10,952,0.9896049896049897
enzyme,D00380,5505,hsa:1595,Q16850,-6.9533,1780,7466,0.23841414412001072,1779,23,1756,0.9870713884204609
enzyme,D00380,5505,hsa:5740,Q16647,-7.2986,1068,7466,0.14304848647200644,1067,13,1054,0.9878163074039362
enzyme,D00383,5484727,hsa:1636,P12821,-8.0649,1064,7373,0.1443103214431032,1063,0,1063,1.0
enzyme,D00387,5556,hsa:1576,P08684,-8.8933,476,7463,0.06378132118451026,475,0,475,1.0
enzyme,D00391,6256,hsa:30,P09110,-6.6255,3003,7320,0.41024590163934427,3002,0,3002,1.0
enzyme,D00394,5584,hsa:10858,Q9Y6A2,-7.8043,769,7569,0.10159862597436914,768,12,756,0.984375
enzyme,D00394,5584,hsa:1543,P04798,-8.2821,357,7569,0.04716607213634562,356,4,352,0.9887640449438202
enzyme,D00394,5584,hsa:1544,P05177,-7.7182,861,7569,0.11375346809353944,860,13,847,0.9848837209302326
enzyme,D00394,5584,hsa:1545,Q16678,-7.8984,663,7569,0.08759413396749902,662,10,652,0.9848942598187311
enzyme,D00394,5584,hsa:1548,P11509,-8.6485,160,7569,0.021138855859426608,159,0,159,1.0
enzyme,D00394,5584,hsa:1551,P24462,-7.5418,1064,7569,0.14057339146518694,1063,17,1046,0.9840075258701787
enzyme,D00394,5584,hsa:1553,Q16696,-8.5475,199,7569,0.026291451975161844,198,3,195,0.9848484848484849
enzyme,D00394,5584,hsa:1555,P20813,-7.3066,1484,7569,0.1960628880961818,1483,21,1462,0.98583951449764
enzyme,D00394,5584,hsa:1557,P33261,-8.5675,195,7569,0.025762980578676178,194,2,192,0.9896907216494846
enzyme,D00394,5584,hsa:1558,P10632,-7.9245,629,7569,0.08310212709737086,628,8,620,0.9872611464968153
enzyme,D00394,5584,hsa:1559,P11712,-7.6121,983,7569,0.12987184568635224,982,16,966,0.9837067209775967
enzyme,D00394,5584,hsa:1562,P33260,-4.0125,7368,7569,0.9734443123265953,7367,25,7342,0.9966064883941903
enzyme,D00394,5584,hsa:1565,P10635,-7.8754,690,7569,0.09116131589377725,689,11,678,0.9840348330914369
enzyme,D00394,5584,hsa:1571,P05181,-7.6421,944,7569,0.12471924957061699,943,15,928,0.9840933191940615
enzyme,D00394,5584,hsa:1576,P08684,-7.6997,891,7569,0.11771700356718193,890,14,876,0.9842696629213483
enzyme,D00394,5584,hsa:1577,P20815,-7.969,584,7569,0.07715682388690712,583,7,576,0.9879931389365352
